Model,Mean_WMAE,Std_WMAE,Mean_MAE,Std_MAE,Mean_RMSE,Std_RMSE,Mean_R2,Std_R2,Mean_Train_Time
XGBoost,1246.9070860090283,8.061718493141663,1134.1198370889647,6.094621995103381,2511.5139800576917,54.084060128022905,0.9877672631986446,0.0004550372554455922,12.727081632614135
Random Forest,1552.3775530492487,14.844574532890212,1360.9112096637423,8.72141743117963,3500.350153000082,84.05913289802113,0.976234977398607,0.0010392358835383518,31.783399724960326
